Datetime,Open,Close,Volume
2025-03-03 09:15:00+05:30,-1.9492957304635885,-1.8171171057317668,-0.889047084510879
2025-03-03 09:20:00+05:30,-1.8024261340561378,-1.5816311933359009,1.112176221304593
2025-03-03 09:25:00+05:30,-1.59680511340219,-1.5227552236310813,0.3896588066867201
2025-03-03 09:30:00+05:30,-1.4988920491305562,-1.3951996058156821,-0.1268901380144801
2025-03-03 09:35:00+05:30,-1.3520224527231055,-1.5325708796524533,-0.32782956462951535
2025-03-03 09:40:00+05:30,-1.4988920491305562,-1.5325708796524533,-0.29894961655351054
2025-03-03 09:45:00+05:30,-1.59680511340219,-1.7680567920483192,-0.20317548837193244
2025-03-03 09:50:00+05:30,-1.7338857938381589,-1.856367752201654,-0.407894107644878
2025-03-03 09:55:00+05:30,-1.841587774081274,-1.915237733098662,-0.5268472841283061
2025-03-03 10:00:00+05:30,-1.9101281142992643,-1.9054280658851015,0.40789279374599713
2025-03-03 10:05:00+05:30,-1.9101281142992643,-1.9054280658851015,-0.015465706120144005
2025-03-03 10:10:00+05:30,-1.9297119223814263,-1.7680567920483192,-0.29319437544701965
2025-03-03 10:15:00+05:30,-1.753469601920321,-1.709186811151311,-0.15980122492558924
2025-03-03 10:20:00+05:30,-1.7436747098096403,-1.7386218015998152,-0.3561068179287031
2025-03-03 10:25:00+05:30,-1.714301985755997,-1.6012505277630218,-0.5169472814009174
2025-03-03 10:30:00+05:30,-1.59680511340219,-1.856367752201654,-0.6114764990598898
2025-03-03 10:35:00+05:30,-1.841587774081274,-1.8956124098637073,-0.6970640974890351
2025-03-03 10:40:00+05:30,-1.9003391983277715,-1.915237733098662,-0.48446598502737453
2025-03-03 10:45:00+05:30,-1.9003391983277715,-1.7484314688133644,-0.5762188546160912
2025-03-03 10:50:00+05:30,-1.7436747098096403,-1.8367424289667105,-0.6436564480450241
2025-03-03 10:55:00+05:30,-1.8122150500276306,-1.7680567920483192,-0.5815937063962303
2025-03-03 11:00:00+05:30,-1.724096877866655,-1.7189964783648717,-0.5888606245658853
2025-03-03 11:05:00+05:30,-1.753469601920321,-1.7778724480696912,-0.6163178177589121
2025-03-03 11:10:00+05:30,-1.773053410002472,-1.5718155373145288,-0.3573961895414019
2025-03-03 11:15:00+05:30,-1.5772272814592045,-1.7288121343862437,-0.6624634891543896
2025-03-03 11:20:00+05:30,-1.6947181776738236,-1.709186811151311,-0.5259877030531734
2025-03-03 11:25:00+05:30,-1.684929261702342,-1.6503108414464693,-0.5328594115331123
2025-03-03 11:30:00+05:30,-1.6555565376486872,-1.709186811151311,-0.7082781724347297
2025-03-03 11:35:00+05:30,-1.7045130697845041,-1.7778724480696912,-0.5653901091178698
2025-03-03 11:40:00+05:30,-1.773053410002472,-1.8073074385182064,-0.409218060105427
2025-03-03 11:45:00+05:30,-1.7926312419454573,-1.8269327617531388,-0.32558180951925497
2025-03-03 11:50:00+05:30,-1.8317988581097926,-1.885802742650158,0.42012947376383225
2025-03-03 11:55:00+05:30,-1.8611715821634474,-1.9054280658851015,-0.2781023054209857
2025-03-03 12:00:00+05:30,-1.9003391983277715,-1.8661774194152145,-0.2856804512212921
2025-03-03 12:05:00+05:30,-1.8317988581097926,-1.915237733098662,-0.46517481204810684
2025-03-03 12:10:00+05:30,-1.9003391983277715,-1.7974917824968122,-0.22265438595381526
2025-03-03 12:15:00+05:30,-1.773053410002472,-1.709186811151311,-0.4035665615424866
2025-03-03 12:20:00+05:30,-1.6947181776738236,-1.7288121343862437,-0.41680114602685486
2025-03-03 12:25:00+05:30,-1.7045130697845041,-1.7876821152832627,-0.4863481711746475
2025-03-03 12:30:00+05:30,-1.773053410002472,-1.7680567920483192,-0.41449904958425854
2025-03-03 12:35:00+05:30,-1.724096877866655,-1.9348630563336056,0.32252256064619567
2025-03-03 12:40:00+05:30,-1.9101281142992643,-1.8269327617531388,1.2453421262544366
2025-03-03 12:45:00+05:30,-1.8122150500276306,-1.709186811151311,1.2920065103676666
2025-03-03 12:50:00+05:30,-1.714301985755997,-1.7680567920483192,-0.20032009836373355
2025-03-03 12:55:00+05:30,-1.753469601920321,-1.7484314688133644,-0.3568675965814066
2025-03-03 13:00:00+05:30,-1.714301985755997,-1.6601264974678636,-0.18386455490817896
2025-03-03 13:05:00+05:30,-1.6359727295665252,-1.611066183784416,-0.4439125307413801
2025-03-03 13:10:00+05:30,-1.5772272814592045,-1.4933202331825772,-0.1529245763245289
2025-03-03 13:15:00+05:30,-1.5380596652948915,-1.5816311933359009,-0.14975795868567857
2025-03-03 13:20:00+05:30,-1.5674323893485462,-1.6208758509979764,0.31294366579170146
2025-03-03 13:25:00+05:30,-1.6066000055128704,-1.709186811151311,-0.4061156640411555
2025-03-03 13:30:00+05:30,-1.724096877866655,-1.8073074385182064,0.20872193049244148
2025-03-03 13:35:00+05:30,-1.8024261340561378,-1.7386218015998152,-0.3770430512414141
2025-03-03 13:40:00+05:30,-1.714301985755997,-1.7778724480696912,-0.37703317099917116
