Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-30 00:00:00+05:30,319.09398427732737,322.76727486394844,300.72747234406796,302.9507751464844,36559880,0.0,0.0
2020-03-31 00:00:00+05:30,313.87402584895665,323.68560369577415,305.4640851230695,312.9556884765625,46279768,0.0,0.0
2020-04-01 00:00:00+05:30,308.36412507823104,312.9557538999288,297.8275511558252,300.7758483886719,33141186,0.0,0.0
2020-04-03 00:00:00+05:30,299.180869752592,299.180869752592,272.1144259623737,277.09271240234375,57326314,0.0,0.0
2020-04-07 00:00:00+05:30,298.0208450878768,318.61069169390123,286.95262142767024,315.2273864746094,57661076,0.0,0.0
2020-04-08 00:00:00+05:30,312.0857588273404,340.98884728237124,304.59415410320605,308.3157958984375,73931321,0.0,0.0
2020-04-09 00:00:00+05:30,321.3173241477131,333.49722884015216,311.89240246310015,331.27392578125,52431174,0.0,0.0
2020-04-13 00:00:00+05:30,329.6788838014228,334.27051187386644,318.27232481096223,319.6256408691406,30994190,0.0,0.0
2020-04-15 00:00:00+05:30,331.2739468614992,340.1671891631,314.1640761452482,316.43572998046875,49132329,0.0,0.0
2020-04-16 00:00:00+05:30,314.4540191794152,336.2038368770406,308.70241842164563,330.59722900390625,56494027,0.0,0.0
2020-04-17 00:00:00+05:30,349.93044267270125,372.6469216859843,337.4122009483274,363.0286560058594,69006835,0.0,0.0
2020-04-20 00:00:00+05:30,363.4636474225442,366.2669515691382,345.0971333240646,349.2537536621094,55810736,0.0,0.0
2020-04-21 00:00:00+05:30,329.630627049085,334.65726424693423,317.0640635545451,320.78570556640625,50118175,0.0,0.0
2020-04-22 00:00:00+05:30,315.1307273257446,326.73063139908487,312.2790724410158,324.7489929199219,49115085,0.0,0.0
2020-04-23 00:00:00+05:30,328.9056130120481,342.9704848838018,326.73063100094714,341.18218994140625,45953398,0.0,0.0
2020-04-24 00:00:00+05:30,326.6339353605966,331.8055647756887,320.4473262145399,323.6856384277344,38513206,0.0,0.0
2020-04-27 00:00:00+05:30,327.9872966153183,341.13386129649854,326.7306520612699,336.3005676269531,38980019,0.0,0.0
2020-04-28 00:00:00+05:30,341.9554883088038,350.7520876889897,338.57218312412306,347.85211181640625,32933194,0.0,0.0
2020-04-29 00:00:00+05:30,341.23048930439035,363.9469666376855,339.9254942809724,358.09869384765625,39341745,0.0,0.0
2020-04-30 00:00:00+05:30,369.2635745023483,379.8484976657324,361.6752988121666,367.4752502441406,45734705,0.0,0.0
2020-05-04 00:00:00+05:30,347.03040789468696,347.03040789468696,324.79726198499947,326.7789001464844,38837299,0.0,0.0
2020-05-05 00:00:00+05:30,336.39718915446707,336.39718915446707,318.5623263777116,319.8190002441406,45069968,0.0,0.0
2020-05-06 00:00:00+05:30,320.44732812520255,334.0288697494817,314.40571183324926,330.0172424316406,49952812,0.0,0.0
2020-05-07 00:00:00+05:30,325.76394247778626,331.4672222175893,322.57398095385133,325.52227783203125,27656346,0.0,0.0
2020-05-08 00:00:00+05:30,332.5305189325553,340.7471160573423,322.57394833431437,326.4405822753906,42968091,0.0,0.0
2020-05-11 00:00:00+05:30,329.6306083259657,332.0955761483119,307.5908023259044,309.47576904296875,83665601,0.0,0.0
2020-05-12 00:00:00+05:30,307.68744988435117,313.5840738059659,297.7308771561115,310.49078369140625,69072308,0.0,0.0
2020-05-13 00:00:00+05:30,332.0472008685932,336.7838217058591,321.2206136690625,326.7789001464844,72816461,0.0,0.0
2020-05-14 00:00:00+05:30,318.99735772204264,323.3473216909796,314.79238665205406,316.4840393066406,33999095,0.0,0.0
2020-05-15 00:00:00+05:30,318.32068901857986,319.52901235906955,308.17077295846616,311.9407653808594,31828868,0.0,0.0
2020-05-18 00:00:00+05:30,309.33076842546063,309.8140977511254,283.4726495023948,288.547607421875,74034133,0.0,0.0
2020-05-19 00:00:00+05:30,296.8125127192122,301.1141553093779,287.1942773042412,290.2875671386719,61827491,0.0,0.0
2020-05-20 00:00:00+05:30,289.0309540005785,297.9725470591248,287.58096593703044,295.459228515625,42238419,0.0,0.0
2020-05-21 00:00:00+05:30,295.7975447384797,302.37081171041365,291.93091016673486,294.2508850097656,43075357,0.0,0.0
2020-05-22 00:00:00+05:30,290.96427435267185,297.44089956852866,276.0293853474932,281.34600830078125,80358245,0.0,0.0
2020-05-26 00:00:00+05:30,286.1792616564328,287.96758593474436,280.33098903014576,282.94097900390625,46681705,0.0,0.0
2020-05-27 00:00:00+05:30,286.22763194067414,311.2157639236049,285.0193086291212,308.2191162109375,80541990,0.0,0.0
2020-05-28 00:00:00+05:30,311.50572670255826,318.75566603620973,310.0557388358279,315.9523620605469,66136408,0.0,0.0
2020-05-29 00:00:00+05:30,312.1340167717084,323.1539175253249,309.33071308439617,320.8822937011719,60487477,0.0,0.0
2020-06-01 00:00:00+05:30,327.6972391779315,336.39716588177043,324.9906071145458,327.93890380859375,44024770,0.0,0.0
2020-06-02 00:00:00+05:30,325.7639420617988,338.3305036250136,321.4139784437629,336.7838439941406,47558213,0.0,0.0
2020-06-03 00:00:00+05:30,345.9671282296333,360.56367988365264,342.0038218268745,344.9521484375,69689299,0.0,0.0
2020-06-04 00:00:00+05:30,345.0971174860499,350.8970690404373,333.9805436734741,336.252197265625,57061575,0.0,0.0
2020-06-05 00:00:00+05:30,338.33051253638484,347.997098608853,335.4305367146444,345.29046630859375,37251097,0.0,0.0
2020-06-08 00:00:00+05:30,354.3287178883473,361.2886719984502,341.375497822399,347.80377197265625,46827341,0.0,0.0
2020-06-09 00:00:00+05:30,348.0454065705444,357.03534897784425,333.73887152462515,336.9288330078125,47621969,0.0,0.0
2020-06-10 00:00:00+05:30,336.9288263949051,344.9521100740595,333.78718610188105,341.23046875,36292403,0.0,0.0
2020-06-11 00:00:00+05:30,340.6988417404366,342.39049432206724,328.7606019071989,329.87225341796875,36999490,0.0,0.0
